Status,Module,Sub-Module,SAP S/4HANA Table,SAP Field,SAP Field Name,Construction App Table,Construction App Field,Data Type,Max Length,Notes
Not Implemented,BP,Business Partner - Company Code,BUT050,PARTNER,Business Partner Number,bp_company_code,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Company Code,BUT050,BUKRS,Company Code,bp_company_code,company_code,VARCHAR,10,Company code
Not Implemented,BP,Business Partner - Company Code,BUT050,AKONT,Reconciliation Account,bp_company_code,reconciliation_account,VARCHAR,10,GL account
Not Implemented,BP,Business Partner - Company Code,BUT050,ZTERM,Payment Terms,bp_company_code,payment_terms,VARCHAR,4,Payment terms
Not Implemented,BP,Business Partner - Company Code,BUT050,ZWELS,Payment Methods,bp_company_code,payment_methods,VARCHAR,10,Payment methods
Not Implemented,BP,Business Partner - Company Code,BUT050,XVERR,Clearing with BP,bp_company_code,clearing_with_bp,BOOLEAN,,Automatic clearing
Not Implemented,BP,Business Partner - Company Code,BUT050,REPRF,Dunning Procedure,bp_company_code,dunning_procedure,VARCHAR,4,Dunning procedure
Not Implemented,BP,Business Partner - Relationship,BUT050,PARTNER1,Business Partner 1,bp_relationships,bp_number_1,VARCHAR,10,First business partner
Not Implemented,BP,Business Partner - Relationship,BUT050,PARTNER2,Business Partner 2,bp_relationships,bp_number_2,VARCHAR,10,Second business partner
Not Implemented,BP,Business Partner - Relationship,BUT050,RELTYP,Relationship Type,bp_relationships,relationship_type,VARCHAR,6,Relationship type
Not Implemented,BP,Business Partner - Relationship,BUT050,VALID_FROM,Valid From,bp_relationships,valid_from,DATE,,Validity start date
Not Implemented,BP,Business Partner - Relationship,BUT050,VALID_TO,Valid To,bp_relationships,valid_to,DATE,,Validity end date
Not Implemented,BP,Business Partner - Classification,BUT051,PARTNER,Business Partner Number,bp_classification,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Classification,BUT051,CLASS,Class,bp_classification,class,VARCHAR,18,Classification class
Not Implemented,BP,Business Partner - Classification,BUT051,CLASSTYPE,Class Type,bp_classification,class_type,VARCHAR,3,Class type
Not Implemented,BP,Business Partner - Classification,BUT051,ATWRT,Characteristic Value,bp_classification,characteristic_value,VARCHAR,30,Characteristic value
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,PARTNER,Business Partner Number,bp_credit_management,bp_number,VARCHAR,10,Business partner number
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,KKBER,Credit Control Area,bp_credit_management,credit_control_area,VARCHAR,4,Credit control area
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,KLIMK,Credit Limit,bp_credit_management,credit_limit,DECIMAL,"15,2",Credit limit
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,WAERS,Currency,bp_credit_management,currency,VARCHAR,3,Currency
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,CRBLB,Credit Exposure,bp_credit_management,credit_exposure,DECIMAL,"15,2",Current credit exposure
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,GRUPP,Risk Category,bp_credit_management,risk_category,VARCHAR,4,Risk category
Not Implemented,BP,Business Partner - Credit Management,UKM_BP_CMS,SBGRP,Credit Representative Group,bp_credit_management,credit_rep_group,VARCHAR,4,Credit representative group
Not Implemented,BP,Transaction Codes,BP,BP,Maintain Business Partner,MaintainBusinessPartner,,,,"Component: MaintainBusinessPartner"
Not Implemented,BP,Transaction Codes,BP_GEN,BP_GEN,Create Business Partner,CreateBusinessPartner,,,,"Component: CreateBusinessPartner"
Not Implemented,BP,Transaction Codes,BP_MASS,BP_MASS,Mass Maintenance BP,MassMaintenanceBP,,,,"Component: MassMaintenanceBP"
Not Implemented,BP,Transaction Codes,FD32,FD32,Change Customer Credit Management,CustomerCreditManagement,,,,"Component: CustomerCreditManagement"
Not Implemented,BP,Transaction Codes,XD99,XD99,Customer Master Mass Maintenance,CustomerMassMaintenance,,,,"Component: CustomerMassMaintenance"
Not Implemented,BP,Transaction Codes,XK99,XK99,Vendor Master Mass Maintenance,VendorMassMaintenance,,,,"Component: VendorMassMaintenance"
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,RLDNR,Ledger,universal_journal,ledger,VARCHAR,20,Leading ledger
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,RBUKRS,Company Code,universal_journal,company_code,VARCHAR,10,Company code
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,GJAHR,Fiscal Year,universal_journal,fiscal_year,INTEGER,,Posting fiscal year
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,BELNR,Document Number,universal_journal,source_document_id,VARCHAR,50,Accounting document number
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,BUZEI,Line Item,universal_journal,id,UUID,,Line item (UUID instead of number)
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,RACCT,Account Number,universal_journal,gl_account,VARCHAR,20,GL account number
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,BLART,Document Type,universal_journal,source_document_type,VARCHAR,20,SA/AB/KR/RE/etc
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,BLDAT,Document Date,universal_journal,document_date,DATE,,Document date
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,BUDAT,Posting Date,universal_journal,posting_date,DATE,,Posting date
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,WAERS,Currency,universal_journal,transaction_currency,VARCHAR,3,Document currency
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,HSL,Amount in Local Currency,universal_journal,company_amount,DECIMAL,"15,2",Amount in company currency
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,TSL,Amount in Transaction Currency,universal_journal,transaction_amount,DECIMAL,"15,2",Amount in document currency
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,MENGE,Quantity,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,MEINS,Unit of Measure,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,MATNR,Material Number,universal_journal,material_number,VARCHAR,40,Material
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,WERKS,Plant,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,KOSTL,Cost Center,universal_journal,cost_center,VARCHAR,20,Cost center
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,AUFNR,Order Number,universal_journal,production_order,VARCHAR,20,Internal order/Project
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,PRCTR,Profit Center,universal_journal,profit_center,VARCHAR,20,Profit center
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,SEGMENT,Segment,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,SGTXT,Item Text,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,XBLNR,Reference Document,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,BKTXT,Document Header Text,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,LIFNR,Vendor Number,universal_journal,supplier_code,VARCHAR,20,Vendor account
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,KUNNR,Customer Number,universal_journal,customer_code,VARCHAR,20,Customer account
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,ZTERM,Payment Terms,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,ZFBDT,Baseline Date,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,ZBD1T,Cash Discount Days 1,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,ZBD1P,Cash Discount Percent 1,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,ZBD2T,Cash Discount Days 2,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,ZBD2P,Cash Discount Percent 2,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,REBZG,Invoice Reference,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,REBZJ,Invoice Fiscal Year,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA),ACDOCA,REBZZ,Invoice Line Item,universal_journal,,,Not in current schema
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Event ID,universal_journal,event_id,UUID,,Event sourcing pattern
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Event Type,universal_journal,event_type,VARCHAR,50,Event type classification
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Event Timestamp,universal_journal,event_timestamp,TIMESTAMP,,Event occurrence time
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Source System,universal_journal,source_system,VARCHAR,20,Originating system
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Posting Key,universal_journal,posting_key,VARCHAR,20,Posting key
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Debit/Credit,universal_journal,debit_credit,CHAR,1,D or C indicator
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Group Currency,universal_journal,group_currency,VARCHAR,3,Group reporting currency
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Group Amount,universal_journal,group_amount,DECIMAL,"15,2",Amount in group currency
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,FX Rate Transaction to Company,universal_journal,fx_rate_transaction_to_company,DECIMAL,"12,6",Exchange rate
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,FX Rate Transaction to Group,universal_journal,fx_rate_transaction_to_group,DECIMAL,"12,6",Exchange rate
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,FX Rate Source,universal_journal,fx_rate_source,VARCHAR,20,Rate source
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,FX Rate Timestamp,universal_journal,fx_rate_timestamp,TIMESTAMP,,Rate timestamp
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Project Code,universal_journal,project_code,VARCHAR,20,Project assignment
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,WBS Element,universal_journal,wbs_element,VARCHAR,30,WBS element
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Asset Number,universal_journal,asset_number,VARCHAR,20,Fixed asset
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Maintenance Order,universal_journal,maintenance_order,VARCHAR,20,PM order
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Employee ID,universal_journal,employee_id,VARCHAR,20,Employee
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Contract Number,universal_journal,contract_number,VARCHAR,30,Contract reference
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Real Estate Object,universal_journal,real_estate_object,VARCHAR,20,RE object
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Treasury Instrument,universal_journal,treasury_instrument,VARCHAR,20,Treasury instrument
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Tax Code,universal_journal,tax_code,VARCHAR,10,Tax code
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Is Reversal,universal_journal,is_reversal,BOOLEAN,,Reversal indicator
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Reversal Of Event ID,universal_journal,reversal_of_event_id,UUID,,Original event reversed
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Reversal Reason,universal_journal,reversal_reason,TEXT,,Reversal explanation
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Period,universal_journal,period,INTEGER,,Posting period
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Activity Code,universal_journal,activity_code,VARCHAR,50,Activity assignment
Implemented,FI,Universal Journal (ACDOCA) - Enhanced,Custom,Custom,Cost Element,universal_journal,cost_element,VARCHAR,20,Cost element
